season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicates
2016-2017,Matt Worthington,Matthew Worthington,91,1.0,,
2016-2017,Matty James,Matty James,100,1.0,,
2016-2017,Mauro Zárate,Mauro Zárate,100,8.0,,
2016-2017,Max Gradel,Max Gradel,100,8.0,,
2016-2017,Maya Yoshida,Maya Yoshida,100,78.0,,
2016-2017,Memphis,Memphis Depay,90,3.0,,
2016-2017,Mesut Özil,Mesut Özil,100,167.0,,
2016-2017,Michael Carrick,Michael Carrick,100,42.0,,
2016-2017,Michael Dawson,Michael Dawson,100,46.0,,
2016-2017,Michael Folivi,Michael Folivi,100,1.0,,
2016-2017,Michael Keane,Michael Keane,100,113.0,,
2016-2017,Michael Kightly,Michael Kightly,100,6.0,,
2016-2017,,Michael Ledger,,0.0,,
2016-2017,,Michael Phillips,,0.0,,
2016-2017,,Michael Simões Domingues,,0.0,,
2016-2017,Michail Antonio,Michail Antonio,100,132.0,,
2016-2017,Michel Vorm,Michel Vorm,100,17.0,,
2016-2017,Michy Batshuayi,Michy Batshuayi,100,48.0,,
2016-2017,Miguel Britos,Miguel Britos,100,71.0,,
2016-2017,Mike van der Hoorn,Mike van der Hoorn,100,16.0,,
2016-2017,Mile Jedinak,Mile Jedinak,100,2.0,,
2016-2017,Modou Barrow,Modou Barrow,100,34.0,,
2016-2017,,Mohamed Diamé,,0.0,,
2016-2017,Mohamed Elneny,Mohamed Elneny,100,26.0,,
2016-2017,,Molla Wagué,,0.0,,
2016-2017,Morgan Schneiderlin,Morgan Schneiderlin,100,37.0,,
2016-2017,,Moses Makasi,,0.0,,
2016-2017,,Moses Odubajo,,0.0,,
2016-2017,,Mouez Hassen,,0.0,,
2016-2017,Mousa Dembélé,Mousa Dembélé,100,76.0,,
2016-2017,Moussa Sissoko,Moussa Sissoko,100,43.0,,
2016-2017,,Muhamed Besic,,0.0,,
2016-2017,N'Golo Kanté,N'Golo Kanté,100,83.0,,
2016-2017,,Nabil Bentaleb,,0.0,,
2016-2017,Nacer Chadli,Nacer Chadli,100,110.0,,
2016-2017,Nacho Monreal,Nacho Monreal,100,115.0,,
2016-2017,Nampalys Mendy,Nampalys Mendy,100,6.0,,
2016-2017,Nathan Aké,Nathan Aké,100,55.0,,
2016-2017,Nathan Dyer,Nathan Dyer,100,12.0,,
2016-2017,,Nathan Holland,,0.0,,
2016-2017,Nathan Redmond,Nathan Redmond,100,126.0,,
2016-2017,Nathaniel Chalobah,Nathaniel Chalobah,100,12.0,,
2016-2017,Nathaniel Clyne,Nathaniel Clyne,100,129.0,,
2016-2017,Neil Taylor,Neil Taylor,100,22.0,,
2016-2017,Nemanja Matić,Nemanja Matic,92,105.0,,
2016-2017,,Nick Pope,,0.0,,
2016-2017,Nicolás Otamendi,Nicolás Otamendi,100,100.0,,
2016-2017,,Noor Husin,,0.0,,
2016-2017,Nordin Amrabat,Nordin Amrabat,100,65.0,,
2016-2017,Odion Ighalo,Odion Ighalo,100,39.0,,
2016-2017,Ola Aina,Ola Aina,100,3.0,,
2016-2017,,Olayinka Fredrick Oladotun Ladapo,,0.0,,
2016-2017,,Oleksandr Zinchenko,,0.0,,
2016-2017,Oliver McBurnie,Oliver McBurnie,100,5.0,,
2016-2017,Olivier Giroud,Olivier Giroud,100,116.0,,
2016-2017,,Olufela Olomola,,0.0,,
2016-2017,,Oluwaseyi Ojo,,0.0,,
2016-2017,,Oluwatosin Adarabioyo,,0.0,,
2016-2017,Omar Elabdellaoui,Omar Elabdellaoui,100,13.0,,
2016-2017,Oriol Romeu,Oriol Romeu Vidal,90,80.0,,
2016-2017,Oscar,Oscar dos Santos Emboaba Junior,90,17.0,,
2016-2017,Oumar Niasse,Oumar Niasse,100,44.0,,
2016-2017,Ovie Ejaria,Oviemuno Ejaria,85,2.0,True,
2016-2017,,Pablo Maffeo,,0.0,,
2016-2017,Pablo Zabaleta,Pablo Zabaleta,100,45.0,,
2016-2017,Pape Souaré,Pape Souaré,100,6.0,,
2016-2017,Papy Djilobodji,Papy Djilobodji,100,24.0,,
2016-2017,Patrick Bamford,Patrick Bamford,100,21.0,,
2016-2017,Paddy McNair,Patrick McNair,69,12.0,True,
2016-2017,Patrick van Aanholt,Patrick van Aanholt,100,98.0,,
2016-2017,,Pau López Sabata,,0.0,,
2016-2017,Paul Pogba,Paul Pogba,100,115.0,,
2016-2017,Paul Robinson,Paul Robinson,100,5.0,,
2016-2017,,Paulo Gazzaniga,,0.0,,
2016-2017,,Pedro Chirivella,,0.0,,
2016-2017,Pedro Obiang,Pedro Obiang,100,55.0,,
2016-2017,Pedro,Pedro Rodríguez Ledesma,100,162.0,,
2016-2017,Per Mertesacker,Per Mertesacker,100,1.0,,
2016-2017,Peter Crouch,Peter Crouch,100,79.0,,
2016-2017,Petr Čech,Petr Cech,89,134.0,True,
2016-2017,Phil Bardsley,Phil Bardsley,100,27.0,,
2016-2017,Phil Jagielka,Phil Jagielka,100,104.0,,
2016-2017,Phil Jones,Phil Jones,100,55.0,,
2016-2017,Philipp Wollscheid,Philipp Wollscheid,100,1.0,,
2016-2017,Philippe Coutinho,Philippe Coutinho,100,171.0,,
2016-2017,Pierre Højbjerg,Pierre-Emile Højbjerg,95,38.0,,
2016-2017,Ragnar Klavan,Ragnar Klavan,100,43.0,,
2016-2017,Raheem Sterling,Raheem Sterling,100,149.0,,
2016-2017,Ramadan Sobhi,Ramadan Sobhi,100,36.0,,
2016-2017,Ramiro Funes Mori,Ramiro Funes Mori,100,69.0,,
2016-2017,,Raphael Spiegel,,0.0,,
2016-2017,,Reece Burke,,0.0,,
2016-2017,,Reece Oxford,,0.0,,
2016-2017,,Rekeem Harper,,0.0,,
2016-2017,,Rene Gilmartin,,0.0,,
2016-2017,,Rhian Brewster,,0.0,,
2016-2017,Rickie Lambert,Rickie Lambert,100,1.0,,
2016-2017,,Ritchie de Laet,,0.0,,
2016-2017,Riyad Mahrez,Riyad Mahrez,100,120.0,,
2016-2017,Rob Holding,Rob Holding,100,32.0,,
2016-2017,Robbie Brady,Robbie Brady,100,39.0,,
2016-2017,Robert Huth,Robert Huth,100,88.0,,
2016-2017,Kenedy,Robert Kenedy Nunes do Nascimento,90,3.0,,
2016-2017,Robert Snodgrass,Robert Snodgrass,100,133.0,,
2016-2017,Roberto Firmino,Roberto Firmino,100,180.0,,
2016-2017,Roberto Pereyra,Roberto Pereyra,100,43.0,,
2016-2017,Romelu Lukaku,Romelu Lukaku,100,221.0,,
2016-2017,Ron-Robert Zieler,Ron-Robert Zieler,100,17.0,,
2016-2017,Ross Barkley,Ross Barkley,100,144.0,,
2016-2017,,Rouwen Hennings,,0.0,,
2016-2017,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100,6.0,,
2016-2017,Rudy Gestede,Rudy Gestede,100,21.0,,
2016-2017,Ryan Allsop,Ryan Allsop,100,3.0,,
2016-2017,Ryan Bertrand,Ryan Bertrand,100,123.0,,
2016-2017,Ryan Fraser,Ryan Fraser,100,100.0,,
2016-2017,Ryan Mason,Ryan Mason,100,26.0,,
2016-2017,Ryan Shawcross,Ryan Shawcross,100,94.0,,
2016-2017,Sadio Mané,Sadio Mané,100,156.0,,
2016-2017,Saido Berahino,Saido Berahino,100,26.0,,
2016-2017,Salomón Rondón,Salomón Rondón,100,118.0,,
2016-2017,Sam Byram,Sam Byram,100,29.0,,
2016-2017,Sam Clucas,Sam Clucas,100,87.0,,
2016-2017,Sam Field,Sam Field,100,9.0,,
2016-2017,Sam McQueen,Sam McQueen,100,23.0,,
2016-2017,,Sam Surridge,,0.0,,
2016-2017,Sam Vokes,Sam Vokes,100,121.0,,
2016-2017,Samir Nasri,Samir Nasri,100,1.0,,
2016-2017,,Samuel Shashoua,,0.0,,
2016-2017,Santi Cazorla,Santiago Cazorla,90,38.0,,
2016-2017,Scott Arfield,Scott Arfield,100,69.0,,
2016-2017,Scott Dann,Scott Dann,100,61.0,,
2016-2017,Scott McTominay,Scott McTominay,100,3.0,,
2016-2017,Séamus Coleman,Seamus Coleman,93,133.0,,
2016-2017,Seb Larsson,Sebastian Larsson,86,40.0,True,
2016-2017,Sebastian Prödl,Sebastian Prödl,100,67.0,,
2016-2017,,Serge Gnabry,,0.0,,
2016-2017,Sergio Agüero,Sergio Agüero,100,175.0,,
2016-2017,Sergio Romero,Sergio Romero,100,23.0,,
2016-2017,Shane Long,Shane Long,100,57.0,,
2016-2017,,Shaun MacDonald,,0.0,,
2016-2017,Shaun Maloney,Shaun Maloney,100,24.0,,
2016-2017,Shay Given,Shay Given,100,13.0,,
2016-2017,Shinji Okazaki,Shinji Okazaki,100,63.0,,
2016-2017,Shkodran Mustafi,Shkodran Mustafi,100,90.0,,
2016-2017,Simon Francis,Simon Francis,100,89.0,,
2016-2017,Simon Mignolet,Simon Mignolet,100,110.0,,
2016-2017,Simone Zaza,Simone Zaza,100,10.0,,
2016-2017,Sofiane Boufal,Sofiane Boufal,100,40.0,,
2016-2017,Sofiane Feghouli,Sofiane Feghouli,100,55.0,,
2016-2017,Stefano Okaka,Stefano Okaka,100,43.0,,
2016-2017,,Stephen Ireland,,0.0,,
2016-2017,Stephen Kingsley,Stephen Kingsley,100,29.0,,
2016-2017,Stephen Ward,Stephen Ward,100,91.0,,
2016-2017,Steve Cook,Steve Cook,100,112.0,,
2016-2017,Steve Mandanda,Steve Mandanda,100,19.0,,
2016-2017,,Steven Berghuis,,0.0,,
2016-2017,Steven Davis,Steven Davis,100,77.0,,
2016-2017,Steven Defour,Steven Defour,100,54.0,,
2016-2017,Steven Pienaar,Steven Pienaar,100,15.0,,
2016-2017,Stewart Downing,Stewart Downing,100,77.0,,
2016-2017,,Stuart Taylor,,0.0,,
2016-2017,Sullay Kaikai,Sullay Kaikai,100,1.0,,
2016-2017,Ki Sung-yueng,Sung-yueng Ki,95,41.0,,
2016-2017,,Sébastien Pocognoli,,0.0,,
2016-2017,,Takuma Asano,,0.0,,
2016-2017,,Tendayi Darikwa,,0.0,,
2016-2017,Theo Walcott,Theo Walcott,100,122.0,,
2016-2017,,Thibaud Verlinden,,0.0,,
2016-2017,Thibaut Courtois,Thibaut Courtois,100,141.0,,
2016-2017,,Thomas Edwards,,0.0,,
2016-2017,,Thomas Robson,,0.0,,
2016-2017,Timothy Fosu-Mensah,Timothy Fosu-Mensah,100,9.0,,
2016-2017,Toby Alderweireld,Toby Alderweireld,100,120.0,,
2016-2017,,Tokelo Rantie,,0.0,,
2016-2017,Tom Carroll,Tom Carroll,100,52.0,,
2016-2017,Tom Cleverley,Tom Cleverley,100,55.0,,
2016-2017,Tom Davies,Tom Davies,100,63.0,,
2016-2017,Tom Heaton,Tom Heaton,100,149.0,,
2016-2017,Tom Huddlestone,Tom Huddlestone,100,62.0,,
2016-2017,,Tommie Hoban,,0.0,,
2016-2017,Trent Alexander-Arnold,Trent Alexander-Arnold,100,8.0,,
2016-2017,Troy Deeney,Troy Deeney,100,130.0,,
2016-2017,,Tyias Browning,,0.0,,
2016-2017,Tyrone Mings,Tyrone Mings,100,4.0,,
2016-2017,Valon Behrami,Valon Behrami,100,48.0,,
2016-2017,Victor Anichebe,Victor Anichebe,100,48.0,,
2016-2017,Victor Moses,Victor Moses,100,105.0,,
2016-2017,Victor Wanyama,Victor Wanyama,100,103.0,,
2016-2017,Viktor Fischer,Viktor Fischer,100,25.0,,
2016-2017,Vincent Janssen,Vincent Janssen,100,55.0,,
2016-2017,Vincent Kompany,Vincent Kompany,100,57.0,,
2016-2017,Virgil van Dijk,Virgil van Dijk,100,75.0,,
2016-2017,Vito Mannone,Vito Mannone,100,34.0,,
2016-2017,Víctor Valdés,Víctor Valdés,100,102.0,,
2016-2017,Wahbi Khazri,Wahbi Khazri,100,31.0,,
2016-2017,Wayne Hennessey,Wayne Hennessey,100,92.0,,
2016-2017,Wayne Rooney,Wayne Rooney,100,76.0,,
2016-2017,Wayne Routledge,Wayne Routledge,100,74.0,,
2016-2017,Wes Morgan,Wes Morgan,100,63.0,,
2016-2017,Wilfred Ndidi,Wilfred Ndidi,100,59.0,,
2016-2017,Wilfried Bony,Wilfried Bony,100,29.0,,
2016-2017,Wilfried Zaha,Wilfried Zaha,100,149.0,,
2016-2017,Will Keane,Will Keane,100,8.0,,
2016-2017,Willian,Willian Borges Da Silva,90,114.0,,
2016-2017,Willy Caballero,Willy Caballero,100,64.0,,
2016-2017,Winston Reid,Winston Reid,100,102.0,,
2016-2017,Xherdan Shaqiri,Xherdan Shaqiri,100,80.0,,
2016-2017,Yannick Bolasie,Yannick Bolasie,100,45.0,,
2016-2017,,Yaya Sanogo,,0.0,,
2016-2017,Yohan Benalouane,Yohan Benalouane,100,27.0,,
2016-2017,Yohan Cabaye,Yohan Cabaye,100,91.0,,
2016-2017,Younès Kaboul,Younes Kaboul,92,57.0,,
2016-2017,,Zachary Dearnley,,0.0,,
2016-2017,Zlatan Ibrahimović,Zlatan Ibrahimovic,94,163.0,,
2016-2017,Álvaro Arbeloa,Álvaro Arbeloa,100,0.0,,
2016-2017,Álvaro Negredo,Álvaro Negredo,100,130.0,,
2017-2018,Aaron Cresswell,Aaron Cresswell,100,118.0,,
2017-2018,Aaron Lennon,Aaron Lennon,100,65.0,,
2017-2018,Aaron Mooy,Aaron Mooy,100,113.0,,
2017-2018,,Aaron Ramsdale,,0.0,,
2017-2018,Aaron Ramsey,Aaron Ramsey,100,130.0,,
2017-2018,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100,15.0,,
2017-2018,Abdelhamid Sabiri,Abdelhamid Sabiri,100,10.0,,
2017-2018,Abdoulaye Doucouré,Abdoulaye Doucouré,100,136.0,,
2017-2018,,Adam Federici,,0.0,,
2017-2018,Adam Lallana,Adam Lallana,100,13.0,,
2017-2018,,Adam Legzdins,,0.0,,
2017-2018,Adam Smith,Adam Smith,100,56.0,,
2017-2018,Ademola Lookman,Ademola Lookman,100,10.0,,
2017-2018,Adrian Mariappa,Adrian Mariappa,100,58.0,,
2017-2018,Adrien Silva,Adrien Sebastian Perruchet Silva,86,23.0,True,
2017-2018,Adrián,Adrián San Miguel del Castillo,100,72.0,,
2017-2018,Ahmed Hegazi,Ahmed El-Sayed Hegazi,86,114.0,True,
2017-2018,,Ahmed Musa,,0.0,,
2017-2018,Aiden O'Neill,Aiden O'Neill,100,0.0,,
2017-2018,Ainsley Maitland-Niles,Ainsley Maitland-Niles,100,25.0,,
2017-2018,Alberto Moreno,Alberto Moreno,100,52.0,,
2017-2018,Aleksandar Dragović,Aleksandar Dragovic,95,28.0,,
2017-2018,,Aleksandar Kolarov,,0.0,,
2017-2018,Aleksandar Mitrović,Aleksandar Mitrovic,95,10.0,,
2017-2018,Alex Iwobi,Alex Iwobi,100,89.0,,
2017-2018,Alex McCarthy,Alex McCarthy,100,52.0,,
2017-2018,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,100,94.0,,
2017-2018,,Alex Palmer,,0.0,,
2017-2018,Alex Pritchard,Alex Pritchard,100,40.0,,
2017-2018,Alexander Sørloth,Alexander Sørloth,100,8.0,,
2017-2018,Alexandre Lacazette,Alexandre Lacazette,100,138.0,,
2017-2018,Alexis Sánchez,Alexis Sánchez,100,152.0,,
2017-2018,Alfie Mawson,Alfie Mawson,100,112.0,,
2017-2018,,Alfie Whiteman,,0.0,,
2017-2018,,Ali Gabr,,0.0,,
2017-2018,Allan Nyom,Allan-Roméo Nyom,86,70.0,True,
2017-2018,Ander Herrera,Ander Herrera,100,44.0,,
2017-2018,,Anders Lindegaard,,0.0,,
2017-2018,Andre Gray,Andre Gray,100,79.0,,
2017-2018,Andreas Christensen,Andreas Christensen,100,79.0,,
2017-2018,,Andreas Pereira,,0.0,,
2017-2018,Andrew Robertson,Andrew Robertson,100,111.0,,
2017-2018,Andrew Surman,Andrew Surman,100,82.0,,
2017-2018,Andros Townsend,Andros Townsend,100,121.0,,
2017-2018,André Ayew,André Ayew,100,77.0,,
2017-2018,André Carrillo,André Carrillo,100,64.0,,
2017-2018,Andy Carroll,Andy Carroll,100,36.0,,
2017-2018,Andy King,Andy King,100,51.0,,
2017-2018,Àngel Rangel,Angel Rangel,92,4.0,,
2017-2018,Angelo Ogbonna,Angelo Ogbonna,100,77.0,,
2017-2018,Anthony Knockaert,Anthony Knockaert,100,88.0,,
2017-2018,Anthony Martial,Anthony Martial,100,125.0,,
2017-2018,,Antonio Martinez Lopez,,0.0,,
2017-2018,Antonio Rüdiger,Antonio Rüdiger,100,115.0,,
2017-2018,Antonio Valencia,Antonio Valencia,100,146.0,,
2017-2018,Arthur Masuaku,Arthur Masuaku,100,68.0,,
2017-2018,,Artur Boruc,,0.0,,
2017-2018,Ashley Barnes,Ashley Barnes,100,92.0,,
2017-2018,,Ashley Fletcher,,0.0,,
2017-2018,Ashley Westwood,Ashley Westwood,100,35.0,,
2017-2018,Ashley Williams,Ashley Williams,100,56.0,,
2017-2018,Ashley Young,Ashley Young,100,98.0,,
2017-2018,Asmir Begović,Asmir Begovic,92,112.0,,
2017-2018,Axel Tuanzebe,Axel Tuanzebe,100,1.0,,
2017-2018,Aymeric Laporte,Aymeric Laporte,100,35.0,,
2017-2018,Ayoze Pérez,Ayoze Pérez,100,124.0,,
2017-2018,Bakary Sako,Bakary Sako,100,36.0,,
2017-2018,Ben Chilwell,Ben Chilwell,100,65.0,,
2017-2018,Ben Davies,Ben Davies,100,143.0,,
2017-2018,Ben Foster,Ben Foster,100,123.0,,
2017-2018,Ben Hamer,Ben Hamer,100,9.0,,
2017-2018,,Ben Johnson,,0.0,,
2017-2018,Ben Mee,Ben Mee,100,90.0,,
2017-2018,Ben Watson,Ben Watson,100,12.0,,
2017-2018,Ben Woodburn,Ben Woodburn,100,1.0,,
2017-2018,Beni Baningime,Beni Baningime,100,7.0,,
2017-2018,Benik Afobe,Benik Afobe,100,24.0,,
2017-2018,Benjamin Mendy,Benjamin Mendy,100,20.0,,
2017-2018,Beram Kayal,Beram Kayal,100,25.0,,
2017-2018,Bernardo Silva,Bernardo Veiga de Carvalho e Silva,100,112.0,,
2017-2018,Boaz Myhill,Boaz Myhill,100,1.0,,
2017-2018,Bojan Krkić,Bojan Krkic Perez,86,2.0,True,
2017-2018,,Bradley Smith,,0.0,,
2017-2018,Brahim Díaz,Brahim Diaz,91,5.0,,
2017-2018,,Brandon Mason,,0.0,,
2017-2018,Bruno Martins Indi,Bruno Martins Indi,100,20.0,,
2017-2018,Bruno,Bruno Saltor Grau,100,84.0,,
2017-2018,Callum Hudson-Odoi,Callum Hudson-Odoi,100,2.0,,
2017-2018,Callum Wilson,Callum Wilson,100,102.0,,
2017-2018,Calum Chambers,Calum Chambers,100,23.0,,
2017-2018,,Cameron Carter-Vickers,,0.0,,
2017-2018,,Carl Jenkinson,,0.0,,
2017-2018,,Carl Stewart,,0.0,,
2017-2018,Cenk Tosun,Cenk Tosun,100,55.0,,
2017-2018,Cesc Fàbregas,Cesc Fàbregas,100,89.0,,
2017-2018,Chancel Mbemba,Chancel Mbemba,100,20.0,,
2017-2018,Charlie Adam,Charlie Adam,100,10.0,,
2017-2018,Charlie Austin,Charlie Austin,100,72.0,,
2017-2018,Charlie Daniels,Charlie Daniels,100,94.0,,
2017-2018,Charlie Taylor,Charlie Taylor,100,23.0,,
2017-2018,Charly Musonda Jr.,Charly Musonda,95,6.0,,
2017-2018,Cheikhou Kouyaté,Cheikhou Kouyaté,100,86.0,,
2017-2018,Chris Brunt,Chris Brunt,100,81.0,,
2017-2018,Chris Löwe,Chris Löwe,100,60.0,,
2017-2018,Chris Smalling,Chris Smalling,100,123.0,,
2017-2018,Chris Wood,Chris Wood,100,104.0,,
2017-2018,Christian Atsu,Christian Atsu,100,78.0,,
2017-2018,Christian Benteke,Christian Benteke,100,84.0,,
2017-2018,Christian Eriksen,Christian Eriksen,100,199.0,,
2017-2018,Christian Fuchs,Christian Fuchs,100,57.0,,
2017-2018,Christian Kabasele,Christian Kabasele,100,68.0,,
2017-2018,Christopher Schindler,Christopher Schindler,100,102.0,,
2017-2018,Lee Chung-yong,Chung-yong Lee,95,8.0,,
2017-2018,Ciaran Clark,Ciaran Clark,100,64.0,,
2017-2018,Claudio Bravo,Claudio Bravo,100,10.0,,
2017-2018,Claudio Yacob,Claudio Yacob,100,23.0,,
2017-2018,Collin Quaner,Collin Quaner,100,44.0,,
2017-2018,Connor Goldson,Connor Goldson,100,6.0,,
2017-2018,,Connor Mahoney,,0.0,,
2017-2018,Connor Roberts,Connor Roberts,100,7.0,,
2017-2018,,Connor Wickham,,0.0,,
2017-2018,,Conor Masterson,,0.0,,
2017-2018,,Costel Pantilimon,,0.0,,
2017-2018,Craig Cathcart,Craig Cathcart,100,14.0,,
2017-2018,Craig Dawson,Craig Dawson,100,87.0,,
2017-2018,Cuco Martina,Cuco Martina,100,55.0,,
2017-2018,,Curtis Jones,,0.0,,
2017-2018,Cédric Soares,Cédric Soares,100,85.0,,
2017-2018,César Azpilicueta,César Azpilicueta,100,175.0,,
2017-2018,Dale Stephens,Dale Stephens,100,87.0,,
2017-2018,Daley Blind,Daley Blind,100,28.0,,
2017-2018,,Damian Emiliano Martinez,,0.0,,
2017-2018,Damien Delaney,Damien Delaney,100,1.0,,
2017-2018,Dan Gosling,Dan Gosling,100,59.0,,
2017-2018,Daniel Amartey,Daniel Amartey,100,13.0,,
2017-2018,,Daniel Bachmann,,0.0,,
2017-2018,Danny Drinkwater,Daniel Drinkwater,100,24.0,,
2017-2018,Daniel Sturridge,Daniel Sturridge,100,32.0,,
2017-2018,Danilo,Danilo Luiz da Silva,90,100.0,,
2017-2018,Danny Ings,Danny Ings,100,18.0,,
2017-2018,Danny Rose,Danny Rose,100,24.0,,
2017-2018,Danny Simpson,Danny Simpson,100,55.0,,
2017-2018,,Danny Ward,,0.0,,
2017-2018,Danny Welbeck,Danny Welbeck,100,70.0,,
2017-2018,Danny Williams,Danny Williams,100,28.0,,
2017-2018,Darren Fletcher,Darren Fletcher,100,67.0,,
2017-2018,,Darren Randolph,,0.0,,
2017-2018,Daryl Janmaat,Daryl Janmaat,100,59.0,,
2017-2018,,Daryl Murphy,,0.0,,
2017-2018,David Luiz,David Luiz Moreira Marinho,90,32.0,,
2017-2018,David Ospina,David Ospina,100,19.0,,
2017-2018,David Silva,David Silva,100,169.0,,
2017-2018,David de Gea,David de Gea,100,172.0,,
2017-2018,Davide Zappacosta,Davide Zappacosta,100,58.0,,
2017-2018,Davinson Sánchez,Davinson Sánchez,100,107.0,,
2017-2018,Davy Klaassen,Davy Klaassen,100,7.0,,
2017-2018,Davy Pröpper,Davy Pröpper,100,87.0,,
2017-2018,DeAndre Yedlin,DeAndre Yedlin,100,88.0,,
2017-2018,,Dean Marney,,0.0,,
2017-2018,Dean Whitehead,Dean Whitehead,100,4.0,,
2017-2018,Declan Rice,Declan Rice,100,41.0,,
2017-2018,Dejan Lovren,Dejan Lovren,100,110.0,,
2017-2018,Dele Alli,Dele Alli,100,175.0,,
2017-2018,Demarai Gray,Demarai Gray,100,80.0,,
2017-2018,Diafra Sakho,Diafra Sakho,100,24.0,,
2017-2018,,Didier Ndong,,0.0,,
2017-2018,,Diego Cavalieri,,0.0,,
2017-2018,,Diego Da Silva Costa,,0.0,,
2017-2018,,Dion Henry,,0.0,,
2017-2018,Divock Origi,Divock Origi,100,1.0,,
2017-2018,Dodi Lukebakio,Dodi Lukebakio,100,1.0,,
2017-2018,,Domingos Quina,,0.0,,
2017-2018,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100,88.0,,
2017-2018,Dominic Solanke,Dominic Solanke,100,38.0,,
2017-2018,,Dujon Sterling,,0.0,,
2017-2018,Dušan Tadić,Dusan Tadic,82,122.0,True,
2017-2018,Dwight Gayle,Dwight Gayle,100,94.0,,
2017-2018,,Dwight McNeil,,1.0,True,
2017-2018,Eden Hazard,Eden Hazard,100,173.0,,
2017-2018,Ederson,Ederson Santana de Moraes,90,158.0,,
2017-2018,Edimilson Fernandes,Edimilson Fernandes,100,29.0,,
2017-2018,,Eduardo dos Reis Carvalho,,0.0,,
2017-2018,Eddie Nketiah,Edward Nketiah,81,3.0,True,
2017-2018,Eldin Jakupović,Eldin Jakupovic,93,4.0,,
2017-2018,Eliaquim Mangala,Eliaquim Mangala,100,22.0,,
2017-2018,Elias Kachunga,Elias Kachunga,100,46.0,,
2017-2018,Emerson Hyndman,Emerson Hyndman,100,1.0,,
2017-2018,Emerson Palmieri,Emerson Palmieri dos Santos,90,14.0,,
2017-2018,Emre Can,Emre Can,100,92.0,,
2017-2018,,Enner Valencia,,0.0,,
2017-2018,,Erdal Rakip,,0.0,,
2017-2018,Eric Bailly,Eric Bailly,100,55.0,,
2017-2018,Eric Dier,Eric Dier,100,85.0,,
2017-2018,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting,100,107.0,,
2017-2018,Érik Lamela,Erik Lamela,91,55.0,,
2017-2018,Erik Pieters,Erik Pieters,100,71.0,,
2017-2018,,Erwin Mulder,,0.0,,
2017-2018,Ethan Ampadu,Ethan Ampadu,100,1.0,,
2017-2018,Étienne Capoue,Etienne Capoue,93,48.0,,
2017-2018,Ezequiel Schelotto,Ezequiel Schelotto,100,20.0,,
2017-2018,Fabian Delph,Fabian Delph,100,55.0,,
2017-2018,Federico Fernández,Federico Fernández,100,85.0,,
2017-2018,,Fernando Francisco Reges,,0.0,,
2017-2018,Fernando Llorente,Fernando Llorente,100,22.0,,
2017-2018,Fernandinho,Fernando Luiz Rosa,100,120.0,,
2017-2018,,Fikayo Tomori,,0.0,,
2017-2018,Florent Hadergjonaj,Florent Hadergjonaj,100,51.0,,
2017-2018,Florian Lejeune,Florian Lejeune,100,66.0,,
2017-2018,Fousseni Diabaté,Fousseni Diabaté,100,21.0,,
2017-2018,Francis Coquelin,Francis Coquelin,100,7.0,,
2017-2018,Kiko Femenía,Francisco Femenía Far,86,65.0,True,
2017-2018,Fraser Forster,Fraser Forster,100,73.0,,
2017-2018,,Freddie Woodman,,0.0,,
2017-2018,,Fredrik Ulvestad,,0.0,,
2017-2018,,Gabriel Armando de Abreu,,0.0,,
2017-2018,Gabriel Jesus,Gabriel Fernando de Jesus,100,126.0,,
2017-2018,Gareth Barry,Gareth Barry,100,56.0,,
2017-2018,Gareth McAuley,Gareth McAuley,100,8.0,,
2017-2018,Gary Cahill,Gary Cahill,100,74.0,,
2017-2018,Gaëtan Bong,Gaëtan Bong,100,63.0,,
2017-2018,Geoff Cameron,Geoff Cameron,100,33.0,,
2017-2018,,George Thomas,,0.0,,
2017-2018,Georges-Kévin N'Koudou,Georges-Kévin Nkoudou,98,11.0,,
2017-2018,Georginio Wijnaldum,Georginio Wijnaldum,100,85.0,,
2017-2018,Gerard Deulofeu,Gerard Deulofeu,100,25.0,,
2017-2018,,Giannelli Imbula,,0.0,,
2017-2018,Glen Johnson,Glen Johnson,100,5.0,,
2017-2018,Glenn Murray,Glenn Murray,100,111.0,,
2017-2018,,Glenn Whelan,,0.0,,
2017-2018,Yaya Touré,Gnegneri Yaya Touré,90,16.0,,
2017-2018,,Grady Diangana,,0.0,,
2017-2018,Granit Xhaka,Granit Xhaka,100,109.0,,
2017-2018,,Grant Hanley,,0.0,,
2017-2018,Grzegorz Krychowiak,Grzegorz Krychowiak,100,58.0,,
2017-2018,Guido Carrillo,Guido Carrillo,100,15.0,,
2017-2018,Gylfi Sigurðsson,Gylfi Sigurdsson,94,96.0,,
2017-2018,Hal Robson-Kanu,Hal Robson-Kanu,100,32.0,,
2017-2018,Hamza Choudhury,Hamza Choudhury,100,13.0,,
2017-2018,Harry Arter,Harry Arter,100,27.0,,
2017-2018,,Harry Bunn,,0.0,,
2017-2018,Harry Kane,Harry Kane,100,217.0,,
